,Estado,Condicao_de_ocupacao_do_domicílio,Especie_do_Domicilio,Seguranca_Alimentar,Tipo_do_Domicilio,Código_de_Situacao_Censitaria,Faixa_do_rendimento_mensal_domiciliar_per_capita
16623,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16624,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16625,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16626,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16627,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16628,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16629,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16630,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16631,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16632,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16633,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16634,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16635,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16636,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16637,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Sem_Rendimento
16638,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16639,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16640,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16641,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16642,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16645,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16646,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16647,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16649,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16650,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16651,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16652,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16653,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16654,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16655,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16656,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16657,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16658,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16659,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16660,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16662,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16663,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16666,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16667,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16668,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16671,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16672,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16674,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16676,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16678,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16680,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16681,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16682,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16685,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16686,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16687,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16688,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16689,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16692,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16694,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16696,17,Cedido_de_outra_forma,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16697,17,Cedido_por_empregador,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16698,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16699,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16700,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16701,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Ate_1/4_salario_minimo
16702,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16703,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16706,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16707,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/4_ate_1/2_salario_minimo
16708,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16710,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16713,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Sem_Rendimento
16714,17,Cedido_por_empregador,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_ 1_ate_2_salarios_minimos
16716,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,RURAL_Zona_rural_exclusive_aglomerado_rural,Mais_de_1/2_ate_1_salario_minimo
16717,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16718,17,Alugado,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
16719,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16720,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16721,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16722,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16723,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16724,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16725,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16726,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16727,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16728,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16729,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16730,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16731,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16732,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16733,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16734,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16736,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16737,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16738,17,Alugado,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16739,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16740,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16741,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16743,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16744,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16745,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16746,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16747,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
16748,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16749,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16750,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16752,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_2_ate_3_salarios_minimos
16754,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16755,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16756,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16757,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16758,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16760,17,Proprio_ainda_pagando,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16761,17,Cedido_de_outra_forma,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_moderada,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
16762,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16763,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16764,17,Alugado,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16765,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_grave,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16766,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
16767,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16768,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16769,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16770,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16771,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16772,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/4_ate_1/2_salario_minimo
16773,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16774,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_ 1_ate_2_salarios_minimos
16775,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16776,17,Proprio_ja_pago,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_3_ate_5_salarios_minimos
16777,17,Alugado,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_1/2_ate_1_salario_minimo
16778,17,Alugado,Particular_permanente,Nao_tem_morador_menor_de_18_anos_e_tem_seguranca_alimentar,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Mais_de_5_salarios_minimos
16779,17,Proprio_ja_pago,Particular_permanente,Tem_morador_menor_de_18_anos_e_inseguranca_alimentar_leve,Casa,URBANA_Cidade_ou_vila_area_urbanizada,Ate_1/4_salario_minimo
